Timestamp,Voltage_kV,Current_A,Frequency_Hz,External_Context,Network_Latency_ms,Ground_Truth_State
2026-03-01 00:00:00,132.99342830602245,427.98710873172,49.93248217250256,Clear,10.460962210613046,None
2026-03-01 00:15:00,131.72347139765762,418.4926736582554,49.98554813292845,Clear,15.69807494610249,None
2026-03-01 00:30:00,133.2953770762014,401.1926073984035,49.920758007900005,Clear,17.931972332891778,None
2026-03-01 00:45:00,135.04605971281606,387.0612644458885,49.9692038470361,Clear,29.43843828670095,None
2026-03-01 01:00:00,131.53169325055333,413.9644662722718,49.81063853330462,Clear,22.78276562266879,None
2026-03-01 01:15:00,131.53172608610163,407.869707708435,50.02132937073729,Clear,13.322592154500544,None
2026-03-01 01:30:00,135.15842563101478,417.90386440055465,50.00012054753622,Clear,22.430181447088184,None
2026-03-01 01:45:00,133.53486945830582,412.7034360336394,49.91829113689318,Clear,12.263480055308172,None
2026-03-01 02:00:00,131.06105122813008,420.9910543063867,50.06592456684324,Clear,25.413455269435367,None
2026-03-01 02:15:00,133.08512008717193,389.29529576878866,50.093757013762655,Clear,17.64437674091061,None
2026-03-01 02:30:00,131.0731646143751,426.3478813126865,49.8392440135631,Clear,19.531819056304144,None
2026-03-01 02:45:00,131.06854049285948,403.951992093848,49.92372752214338,Clear,26.62898323771095,None
2026-03-01 03:00:00,132.48392454313208,441.5052174525053,49.92308576502127,Clear,13.56418215707875,None
2026-03-01 03:15:00,128.1734395106844,386.21624363820865,49.90600968988911,Clear,13.014409074435044,None
2026-03-01 03:30:00,128.55016433497394,434.71927606330496,50.08294748419318,Clear,17.082003368269977,None
2026-03-01 03:45:00,130.87542494151805,403.958215669253,49.98061738612272,Clear,25.191894255096585,None
2026-03-01 04:00:00,129.97433775933115,386.971639927711,49.97354851586894,Clear,12.403269622615788,None
2026-03-01 04:15:00,132.62849466519054,390.32228331891355,49.79961376355932,Clear,5.839222009447155,None
2026-03-01 04:30:00,130.18395184895758,393.5930538361136,50.063541803020925,Clear,17.744205707955008,None
2026-03-01 04:45:00,129.17539259732942,408.48331892803833,49.876074160514655,Clear,22.7587039995546,None
2026-03-01 05:00:00,134.9312975378431,410.45670976071,50.00599326302663,Clear,26.001308748694147,None
2026-03-01 05:15:00,131.54844739902694,388.52599992122845,50.02773769379582,Clear,17.684193189573005,None
2026-03-01 05:30:00,132.13505640937584,399.51290815478035,50.136065859583866,Clear,17.942866964419988,None
2026-03-01 05:45:00,129.15050362757307,442.8454071722373,49.86911796008809,Clear,25.769503671278734,None
2026-03-01 06:00:00,130.91123455094964,434.5508634020142,49.69804878441792,Clear,10.651291501522897,None
2026-03-01 06:15:00,132.22184517941974,408.72647339348066,50.01838495447537,Clear,18.057396124084953,None
2026-03-01 06:30:00,129.6980128451554,400.760069563364,50.180051118151084,Clear,20.95211944962529,None
2026-03-01 06:45:00,132.75139603669135,402.40062653436524,50.123894635293944,Clear,22.24609360642517,None
2026-03-01 07:00:00,130.79872262016238,412.27035945460835,50.020965941527464,Clear,17.450966534045588,None
2026-03-01 07:15:00,131.41661250041344,379.54414869603187,49.950836381436794,Clear,20.172205058529208,None
2026-03-01 07:30:00,130.79658677554121,394.8524692515331,50.080712259663734,Clear,7.5583632329350525,None
2026-03-01 07:45:00,135.70455636901787,366.62831852244824,49.902645380029554,Clear,16.70875793833076,None
2026-03-01 08:00:00,131.97300555052414,407.98446245210556,50.04763577693562,Clear,22.26754356277234,None
2026-03-01 08:15:00,129.8845781420882,412.9439187940548,50.05054701591666,Clear,15.088529828726603,None
2026-03-01 08:30:00,133.64508982420637,390.3362707540125,50.10602099074989,Clear,20.294921107947985,None
2026-03-01 08:45:00,129.55831270005797,431.4797352658006,50.27596600389111,Clear,22.23436250401349,None
2026-03-01 09:00:00,132.41772719000951,375.4846867399532,50.03924159671788,Clear,18.287253995711175,None
2026-03-01 09:15:00,128.08065975224045,370.7125023958036,49.94910363742925,Clear,20.852318854982855,None
2026-03-01 09:30:00,129.34362790220314,404.48903637119946,49.9974425687808,Clear,15.186337173576938,None
2026-03-01 09:45:00,132.39372247173824,420.94196605224306,49.82309240951109,Clear,18.966943601519766,None
